"Year Month","State","Industry","Suspicious Activity","Regulator","Relationship","Product","Instrument","Count"
"2017 ","Texas","Insurance Company","Proceeds Sent to or Received from Unrelated Third Party","IRS","Customer","[Total]","[Total]","13"
"2017 ","Texas","Insurance Company","Proceeds Sent to or Received from Unrelated Third Party","IRS","No Relationship to Institution","Insurance/Annuity Products","Foreign Currency","3"
"2017 ","Texas","Insurance Company","Proceeds Sent to or Received from Unrelated Third Party","IRS","No Relationship to Institution","Insurance/Annuity Products","Funds Transfer","9"
"2017 ","Texas","Insurance Company","Proceeds Sent to or Received from Unrelated Third Party","IRS","No Relationship to Institution","Insurance/Annuity Products","[Total]","12"
"2017 ","Texas","Insurance Company","Proceeds Sent to or Received from Unrelated Third Party","IRS","No Relationship to Institution","[Total]","[Total]","12"
"2017 ","Texas","Insurance Company","Proceeds Sent to or Received from Unrelated Third Party","IRS","[Total]","[Total]","[Total]","25"
"2017 ","Texas","Insurance Company","Proceeds Sent to or Received from Unrelated Third Party","[Total]","[Total]","[Total]","[Total]","25"
"2017 ","Texas","Insurance Company","Suspicious Termination of Policy or Contract","IRS","Customer","Credit Card","Funds Transfer","4"
"2017 ","Texas","Insurance Company","Suspicious Termination of Policy or Contract","IRS","Customer","Credit Card","[Total]","4"
"2017 ","Texas","Insurance Company","Suspicious Termination of Policy or Contract","IRS","Customer","Insurance/Annuity Products","Bank/Cashier's Check","5"
"2017 ","Texas","Insurance Company","Suspicious Termination of Policy or Contract","IRS","Customer","Insurance/Annuity Products","Funds Transfer","4"
"2017 ","Texas","Insurance Company","Suspicious Termination of Policy or Contract","IRS","Customer","Insurance/Annuity Products","Personal/Business Check","1"
"2017 ","Texas","Insurance Company","Suspicious Termination of Policy or Contract","IRS","Customer","Insurance/Annuity Products","U.S. Currency","2"
"2017 ","Texas","Insurance Company","Suspicious Termination of Policy or Contract","IRS","Customer","Insurance/Annuity Products","[Total]","12"
"2017 ","Texas","Insurance Company","Suspicious Termination of Policy or Contract","IRS","Customer","[Total]","[Total]","16"
"2017 ","Texas","Insurance Company","Suspicious Termination of Policy or Contract","IRS","[Total]","[Total]","[Total]","16"
"2017 ","Texas","Insurance Company","Suspicious Termination of Policy or Contract","OCC","Customer","Insurance/Annuity Products","Funds Transfer","1"
"2017 ","Texas","Insurance Company","Suspicious Termination of Policy or Contract","OCC","Customer","Insurance/Annuity Products","[Total]","1"
"2017 ","Texas","Insurance Company","Suspicious Termination of Policy or Contract","OCC","Customer","[Total]","[Total]","1"
"2017 ","Texas","Insurance Company","Suspicious Termination of Policy or Contract","OCC","[Total]","[Total]","[Total]","1"
"2017 ","Texas","Insurance Company","Suspicious Termination of Policy or Contract","[Total]","[Total]","[Total]","[Total]","17"
"2017 ","Texas","Insurance Company","[Total]","[Total]","[Total]","[Total]","[Total]","72"
"2017 ","Vermont","Insurance Company","Excessive or Unusal Cash Borrowing against Policy/Annuity","IRS","Customer","Insurance/Annuity Products","Funds Transfer","1"
"2017 ","Vermont","Insurance Company","Excessive or Unusal Cash Borrowing against Policy/Annuity","IRS","Customer","Insurance/Annuity Products","[Total]","1"
"2017 ","Vermont","Insurance Company","Excessive or Unusal Cash Borrowing against Policy/Annuity","IRS","Customer","[Total]","[Total]","1"
"2017 ","Vermont","Insurance Company","Excessive or Unusal Cash Borrowing against Policy/Annuity","IRS","[Total]","[Total]","[Total]","1"
"2017 ","Vermont","Insurance Company","Excessive or Unusal Cash Borrowing against Policy/Annuity","[Total]","[Total]","[Total]","[Total]","1"
"2017 ","Vermont","Insurance Company","Proceeds Sent to or Received from Unrelated Third Party","IRS","Customer","Insurance/Annuity Products","Funds Transfer","1"
"2017 ","Vermont","Insurance Company","Proceeds Sent to or Received from Unrelated Third Party","IRS","Customer","Insurance/Annuity Products","[Total]","1"
"2017 ","Vermont","Insurance Company","Proceeds Sent to or Received from Unrelated Third Party","IRS","Customer","[Total]","[Total]","1"
"2017 ","Vermont","Insurance Company","Proceeds Sent to or Received from Unrelated Third Party","IRS","[Total]","[Total]","[Total]","1"
"2017 ","Vermont","Insurance Company","Proceeds Sent to or Received from Unrelated Third Party","[Total]","[Total]","[Total]","[Total]","1"
"2017 ","Vermont","Insurance Company","[Total]","[Total]","[Total]","[Total]","[Total]","2"
"2017 ","Virginia","Insurance Company","Other Insurance","IRS","Customer","Insurance/Annuity Products","Bank/Cashier's Check","1"
"2017 ","Virginia","Insurance Company","Other Insurance","IRS","Customer","Insurance/Annuity Products","[Total]","1"
"2017 ","Virginia","Insurance Company","Other Insurance","IRS","Customer","[Total]","[Total]","1"
"2017 ","Virginia","Insurance Company","Other Insurance","IRS","[Total]","[Total]","[Total]","1"
"2017 ","Virginia","Insurance Company","Other Insurance","[Total]","[Total]","[Total]","[Total]","1"
"2017 ","Virginia","Insurance Company","[Total]","[Total]","[Total]","[Total]","[Total]","1"
"2017 ","Washington","Insurance Company","Other Insurance","IRS","Other","Insurance/Annuity Products","Funds Transfer","1"
"2017 ","Washington","Insurance Company","Other Insurance","IRS","Other","Insurance/Annuity Products","[Total]","1"
"2017 ","Washington","Insurance Company","Other Insurance","IRS","Other","[Total]","[Total]","1"
"2017 ","Washington","Insurance Company","Other Insurance","IRS","[Total]","[Total]","[Total]","1"
"2017 ","Washington","Insurance Company","Other Insurance","[Total]","[Total]","[Total]","[Total]","1"
"2017 ","Washington","Insurance Company","Proceeds Sent to or Received from Unrelated Third Party","IRS","Customer","Insurance/Annuity Products","Bank/Cashier's Check","1"
"2017 ","Washington","Insurance Company","Proceeds Sent to or Received from Unrelated Third Party","IRS","Customer","Insurance/Annuity Products","Funds Transfer","1"
"2017 ","Washington","Insurance Company","Proceeds Sent to or Received from Unrelated Third Party","IRS","Customer","Insurance/Annuity Products","Personal/Business Check","1"
"2017 ","Washington","Insurance Company","Proceeds Sent to or Received from Unrelated Third Party","IRS","Customer","Insurance/Annuity Products","[Total]","3"
"2017 ","Washington","Insurance Company","Proceeds Sent to or Received from Unrelated Third Party","IRS","Customer","[Total]","[Total]","3"
"2017 ","Washington","Insurance Company","Proceeds Sent to or Received from Unrelated Third Party","IRS","Other","Insurance/Annuity Products","Funds Transfer","1"
"2017 ","Washington","Insurance Company","Proceeds Sent to or Received from Unrelated Third Party","IRS","Other","Insurance/Annuity Products","[Total]","1"
"2017 ","Washington","Insurance Company","Proceeds Sent to or Received from Unrelated Third Party","IRS","Other","[Total]","[Total]","1"
"2017 ","Washington","Insurance Company","Proceeds Sent to or Received from Unrelated Third Party","IRS","[Total]","[Total]","[Total]","4"
"2017 ","Washington","Insurance Company","Proceeds Sent to or Received from Unrelated Third Party","[Total]","[Total]","[Total]","[Total]","4"
"2017 ","Washington","Insurance Company","Suspicious Termination of Policy or Contract","IRS","Customer","Insurance/Annuity Products","Bank/Cashier's Check","1"
"2017 ","Washington","Insurance Company","Suspicious Termination of Policy or Contract","IRS","Customer","Insurance/Annuity Products","Funds Transfer","2"
"2017 ","Washington","Insurance Company","Suspicious Termination of Policy or Contract","IRS","Customer","Insurance/Annuity Products","Personal/Business Check","1"
"2017 ","Washington","Insurance Company","Suspicious Termination of Policy or Contract","IRS","Customer","Insurance/Annuity Products","[Total]","4"
"2017 ","Washington","Insurance Company","Suspicious Termination of Policy or Contract","IRS","Customer","[Total]","[Total]","4"
"2017 ","Washington","Insurance Company","Suspicious Termination of Policy or Contract","IRS","[Total]","[Total]","[Total]","4"
"2017 ","Washington","Insurance Company","Suspicious Termination of Policy or Contract","[Total]","[Total]","[Total]","[Total]","4"
"2017 ","Washington","Insurance Company","[Total]","[Total]","[Total]","[Total]","[Total]","9"
"2017 ","Wisconsin","Insurance Company","Excessive or Unusal Cash Borrowing against Policy/Annuity","IRS","Agent","Insurance/Annuity Products","Funds Transfer","1"
"2017 ","Wisconsin","Insurance Company","Excessive or Unusal Cash Borrowing against Policy/Annuity","IRS","Agent","Insurance/Annuity Products","Personal/Business Check","1"
"2017 ","Wisconsin","Insurance Company","Excessive or Unusal Cash Borrowing against Policy/Annuity","IRS","Agent","Insurance/Annuity Products","[Total]","2"
"2017 ","Wisconsin","Insurance Company","Excessive or Unusal Cash Borrowing against Policy/Annuity","IRS","Agent","[Total]","[Total]","2"
"2017 ","Wisconsin","Insurance Company","Excessive or Unusal Cash Borrowing against Policy/Annuity","IRS","Customer","Insurance/Annuity Products","Bank/Cashier's Check","2"
"2017 ","Wisconsin","Insurance Company","Excessive or Unusal Cash Borrowing against Policy/Annuity","IRS","Customer","Insurance/Annuity Products","Funds Transfer","4"
"2017 ","Wisconsin","Insurance Company","Excessive or Unusal Cash Borrowing against Policy/Annuity","IRS","Customer","Insurance/Annuity Products","[Total]","6"
"2017 ","Wisconsin","Insurance Company","Excessive or Unusal Cash Borrowing against Policy/Annuity","IRS","Customer","Mutual Fund","Funds Transfer","3"
"2017 ","Wisconsin","Insurance Company","Excessive or Unusal Cash Borrowing against Policy/Annuity","IRS","Customer","Mutual Fund","[Total]","3"
"2017 ","Wisconsin","Insurance Company","Excessive or Unusal Cash Borrowing against Policy/Annuity","IRS","Customer","[Total]","[Total]","9"
"2017 ","Wisconsin","Insurance Company","Excessive or Unusal Cash Borrowing against Policy/Annuity","IRS","No Relationship to Institution","Insurance/Annuity Products","Bank/Cashier's Check","1"
"2017 ","Wisconsin","Insurance Company","Excessive or Unusal Cash Borrowing against Policy/Annuity","IRS","No Relationship to Institution","Insurance/Annuity Products","Funds Transfer","4"
"2017 ","Wisconsin","Insurance Company","Excessive or Unusal Cash Borrowing against Policy/Annuity","IRS","No Relationship to Institution","Insurance/Annuity Products","[Total]","5"
"2017 ","Wisconsin","Insurance Company","Excessive or Unusal Cash Borrowing against Policy/Annuity","IRS","No Relationship to Institution","Mutual Fund","Funds Transfer","3"
"2017 ","Wisconsin","Insurance Company","Excessive or Unusal Cash Borrowing against Policy/Annuity","IRS","No Relationship to Institution","Mutual Fund","[Total]","3"
"2017 ","Wisconsin","Insurance Company","Excessive or Unusal Cash Borrowing against Policy/Annuity","IRS","No Relationship to Institution","[Total]","[Total]","8"
"2017 ","Wisconsin","Insurance Company","Excessive or Unusal Cash Borrowing against Policy/Annuity","IRS","[Total]","[Total]","[Total]","19"
"2017 ","Wisconsin","Insurance Company","Excessive or Unusal Cash Borrowing against Policy/Annuity","[Total]","[Total]","[Total]","[Total]","19"
"2017 ","Wisconsin","Insurance Company","Proceeds Sent to or Received from Unrelated Third Party","IRS","Agent","Insurance/Annuity Products","Funds Transfer","1"
"2017 ","Wisconsin","Insurance Company","Proceeds Sent to or Received from Unrelated Third Party","IRS","Agent","Insurance/Annuity Products","Personal/Business Check","1"
"2017 ","Wisconsin","Insurance Company","Proceeds Sent to or Received from Unrelated Third Party","IRS","Agent","Insurance/Annuity Products","[Total]","2"
"2017 ","Wisconsin","Insurance Company","Proceeds Sent to or Received from Unrelated Third Party","IRS","Agent","[Total]","[Total]","2"
"2017 ","Wisconsin","Insurance Company","Proceeds Sent to or Received from Unrelated Third Party","IRS","Customer","Insurance/Annuity Products","Bank/Cashier's Check","1"
"2017 ","Wisconsin","Insurance Company","Proceeds Sent to or Received from Unrelated Third Party","IRS","Customer","Insurance/Annuity Products","Funds Transfer","1"
"2017 ","Wisconsin","Insurance Company","Proceeds Sent to or Received from Unrelated Third Party","IRS","Customer","Insurance/Annuity Products","[Total]","2"
"2017 ","Wisconsin","Insurance Company","Proceeds Sent to or Received from Unrelated Third Party","IRS","Customer","[Total]","[Total]","2"
"2017 ","Wisconsin","Insurance Company","Proceeds Sent to or Received from Unrelated Third Party","IRS","No Relationship to Institution","Insurance/Annuity Products","Bank/Cashier's Check","1"
"2017 ","Wisconsin","Insurance Company","Proceeds Sent to or Received from Unrelated Third Party","IRS","No Relationship to Institution","Insurance/Annuity Products","Funds Transfer","3"
"2017 ","Wisconsin","Insurance Company","Proceeds Sent to or Received from Unrelated Third Party","IRS","No Relationship to Institution","Insurance/Annuity Products","[Total]","4"
"2017 ","Wisconsin","Insurance Company","Proceeds Sent to or Received from Unrelated Third Party","IRS","No Relationship to Institution","[Total]","[Total]","4"
"2017 ","Wisconsin","Insurance Company","Proceeds Sent to or Received from Unrelated Third Party","IRS","[Total]","[Total]","[Total]","8"
"2017 ","Wisconsin","Insurance Company","Proceeds Sent to or Received from Unrelated Third Party","[Total]","[Total]","[Total]","[Total]","8"
"2017 ","Wisconsin","Insurance Company","Suspicious Termination of Policy or Contract","IRS","Customer","Insurance/Annuity Products","Funds Transfer","1"
"2017 ","Wisconsin","Insurance Company","Suspicious Termination of Policy or Contract","IRS","Customer","Insurance/Annuity Products","[Total]","1"
"2017 ","Wisconsin","Insurance Company","Suspicious Termination of Policy or Contract","IRS","Customer","[Total]","[Total]","1"
"2017 ","Wisconsin","Insurance Company","Suspicious Termination of Policy or Contract","IRS","No Relationship to Institution","Insurance/Annuity Products","Funds Transfer","3"
"2017 ","Wisconsin","Insurance Company","Suspicious Termination of Policy or Contract","IRS","No Relationship to Institution","Insurance/Annuity Products","Personal/Business Check","2"
"2017 ","Wisconsin","Insurance Company","Suspicious Termination of Policy or Contract","IRS","No Relationship to Institution","Insurance/Annuity Products","[Total]","5"
"2017 ","Wisconsin","Insurance Company","Suspicious Termination of Policy or Contract","IRS","No Relationship to Institution","[Total]","[Total]","5"
"2017 ","Wisconsin","Insurance Company","Suspicious Termination of Policy or Contract","IRS","[Total]","[Total]","[Total]","6"
"2017 ","Wisconsin","Insurance Company","Suspicious Termination of Policy or Contract","[Total]","[Total]","[Total]","[Total]","6"
"2017 ","Wisconsin","Insurance Company","[Total]","[Total]","[Total]","[Total]","[Total]","33"
"2017 ","[Total]","Insurance Company","[Total]","[Total]","[Total]","[Total]","[Total]","1,341"
"2018 ","Alabama","Insurance Company","Other Insurance","FRB","Customer","Insurance/Annuity Products","Personal/Business Check","1"
"2018 ","Alabama","Insurance Company","Other Insurance","FRB","Customer","Insurance/Annuity Products","[Total]","1"
"2018 ","Alabama","Insurance Company","Other Insurance","FRB","Customer","[Total]","[Total]","1"
"2018 ","Alabama","Insurance Company","Other Insurance","FRB","[Total]","[Total]","[Total]","1"
"2018 ","Alabama","Insurance Company","Other Insurance","SEC","No Relationship to Institution","Insurance/Annuity Products","Bank/Cashier's Check","1"
"2018 ","Alabama","Insurance Company","Other Insurance","SEC","No Relationship to Institution","Insurance/Annuity Products","[Total]","1"
"2018 ","Alabama","Insurance Company","Other Insurance","SEC","No Relationship to Institution","[Total]","[Total]","1"
"2018 ","Alabama","Insurance Company","Other Insurance","SEC","[Total]","[Total]","[Total]","1"
"2018 ","Alabama","Insurance Company","Other Insurance","[Total]","[Total]","[Total]","[Total]","2"
"2018 ","Alabama","Insurance Company","[Total]","[Total]","[Total]","[Total]","[Total]","2"
"2018 ","Arizona","Insurance Company","Excessive or Unusal Cash Borrowing against Policy/Annuity","IRS","Agent","Insurance/Annuity Products","Personal/Business Check","1"
"2018 ","Arizona","Insurance Company","Excessive or Unusal Cash Borrowing against Policy/Annuity","IRS","Agent","Insurance/Annuity Products","U.S. Currency","1"
"2018 ","Arizona","Insurance Company","Excessive or Unusal Cash Borrowing against Policy/Annuity","IRS","Agent","Insurance/Annuity Products","[Total]","2"
"2018 ","Arizona","Insurance Company","Excessive or Unusal Cash Borrowing against Policy/Annuity","IRS","Agent","[Total]","[Total]","2"
"2018 ","Arizona","Insurance Company","Excessive or Unusal Cash Borrowing against Policy/Annuity","IRS","Customer","Insurance/Annuity Products","Personal/Business Check","1"
"2018 ","Arizona","Insurance Company","Excessive or Unusal Cash Borrowing against Policy/Annuity","IRS","Customer","Insurance/Annuity Products","U.S. Currency","1"
"2018 ","Arizona","Insurance Company","Excessive or Unusal Cash Borrowing against Policy/Annuity","IRS","Customer","Insurance/Annuity Products","[Total]","2"
"2018 ","Arizona","Insurance Company","Excessive or Unusal Cash Borrowing against Policy/Annuity","IRS","Customer","[Total]","[Total]","2"
"2018 ","Arizona","Insurance Company","Excessive or Unusal Cash Borrowing against Policy/Annuity","IRS","[Total]","[Total]","[Total]","4"
"2018 ","Arizona","Insurance Company","Excessive or Unusal Cash Borrowing against Policy/Annuity","[Total]","[Total]","[Total]","[Total]","4"
"2018 ","Arizona","Insurance Company","[Total]","[Total]","[Total]","[Total]","[Total]","4"
"2018 ","California","Insurance Company","Excessive or Unusal Cash Borrowing against Policy/Annuity","IRS","Customer","Insurance/Annuity Products","U.S. Currency","2"
"2018 ","California","Insurance Company","Excessive or Unusal Cash Borrowing against Policy/Annuity","IRS","Customer","Insurance/Annuity Products","[Total]","2"
"2018 ","California","Insurance Company","Excessive or Unusal Cash Borrowing against Policy/Annuity","IRS","Customer","[Total]","[Total]","2"
"2018 ","California","Insurance Company","Excessive or Unusal Cash Borrowing against Policy/Annuity","IRS","[Total]","[Total]","[Total]","2"
"2018 ","California","Insurance Company","Excessive or Unusal Cash Borrowing against Policy/Annuity","SEC","No Relationship to Institution","Insurance/Annuity Products","Funds Transfer","1"
"2018 ","California","Insurance Company","Excessive or Unusal Cash Borrowing against Policy/Annuity","SEC","No Relationship to Institution","Insurance/Annuity Products","Other","1"
"2018 ","California","Insurance Company","Excessive or Unusal Cash Borrowing against Policy/Annuity","SEC","No Relationship to Institution","Insurance/Annuity Products","Personal/Business Check","1"
"2018 ","California","Insurance Company","Excessive or Unusal Cash Borrowing against Policy/Annuity","SEC","No Relationship to Institution","Insurance/Annuity Products","[Total]","3"
"2018 ","California","Insurance Company","Excessive or Unusal Cash Borrowing against Policy/Annuity","SEC","No Relationship to Institution","Mutual Fund","Funds Transfer","1"
"2018 ","California","Insurance Company","Excessive or Unusal Cash Borrowing against Policy/Annuity","SEC","No Relationship to Institution","Mutual Fund","Other","1"
"2018 ","California","Insurance Company","Excessive or Unusal Cash Borrowing against Policy/Annuity","SEC","No Relationship to Institution","Mutual Fund","Personal/Business Check","1"
"2018 ","California","Insurance Company","Excessive or Unusal Cash Borrowing against Policy/Annuity","SEC","No Relationship to Institution","Mutual Fund","[Total]","3"
"2018 ","California","Insurance Company","Excessive or Unusal Cash Borrowing against Policy/Annuity","SEC","No Relationship to Institution","[Total]","[Total]","6"
"2018 ","California","Insurance Company","Excessive or Unusal Cash Borrowing against Policy/Annuity","SEC","[Total]","[Total]","[Total]","6"
"2018 ","California","Insurance Company","Excessive or Unusal Cash Borrowing against Policy/Annuity","[Total]","[Total]","[Total]","[Total]","8"
"2018 ","California","Insurance Company","Suspicious Termination of Policy or Contract","IRS","Customer","Insurance/Annuity Products","U.S. Currency","2"
"2018 ","California","Insurance Company","Suspicious Termination of Policy or Contract","IRS","Customer","Insurance/Annuity Products","[Total]","2"
"2018 ","California","Insurance Company","Suspicious Termination of Policy or Contract","IRS","Customer","[Total]","[Total]","2"
"2018 ","California","Insurance Company","Suspicious Termination of Policy or Contract","IRS","[Total]","[Total]","[Total]","2"
"2018 ","California","Insurance Company","Suspicious Termination of Policy or Contract","[Total]","[Total]","[Total]","[Total]","2"
"2018 ","California","Insurance Company","[Total]","[Total]","[Total]","[Total]","[Total]","10"
"2018 ","Connecticut","Insurance Company","Excessive or Unusal Cash Borrowing against Policy/Annuity","SEC","No Relationship to Institution","Insurance/Annuity Products","Funds Transfer","1"
"2018 ","Connecticut","Insurance Company","Excessive or Unusal Cash Borrowing against Policy/Annuity","SEC","No Relationship to Institution","Insurance/Annuity Products","Other","1"
"2018 ","Connecticut","Insurance Company","Excessive or Unusal Cash Borrowing against Policy/Annuity","SEC","No Relationship to Institution","Insurance/Annuity Products","Personal/Business Check","1"
"2018 ","Connecticut","Insurance Company","Excessive or Unusal Cash Borrowing against Policy/Annuity","SEC","No Relationship to Institution","Insurance/Annuity Products","[Total]","3"
"2018 ","Connecticut","Insurance Company","Excessive or Unusal Cash Borrowing against Policy/Annuity","SEC","No Relationship to Institution","Mutual Fund","Funds Transfer","1"
"2018 ","Connecticut","Insurance Company","Excessive or Unusal Cash Borrowing against Policy/Annuity","SEC","No Relationship to Institution","Mutual Fund","Other","1"
"2018 ","Connecticut","Insurance Company","Excessive or Unusal Cash Borrowing against Policy/Annuity","SEC","No Relationship to Institution","Mutual Fund","Personal/Business Check","1"
"2018 ","Connecticut","Insurance Company","Excessive or Unusal Cash Borrowing against Policy/Annuity","SEC","No Relationship to Institution","Mutual Fund","[Total]","3"
"2018 ","Connecticut","Insurance Company","Excessive or Unusal Cash Borrowing against Policy/Annuity","SEC","No Relationship to Institution","[Total]","[Total]","6"
"2018 ","Connecticut","Insurance Company","Excessive or Unusal Cash Borrowing against Policy/Annuity","SEC","[Total]","[Total]","[Total]","6"
"2018 ","Connecticut","Insurance Company","Excessive or Unusal Cash Borrowing against Policy/Annuity","[Total]","[Total]","[Total]","[Total]","6"
"2018 ","Connecticut","Insurance Company","[Total]","[Total]","[Total]","[Total]","[Total]","6"
"2018 ","Florida","Insurance Company","Excessive or Unusal Cash Borrowing against Policy/Annuity","IRS","Customer","Insurance/Annuity Products","Personal/Business Check","1"
"2018 ","Florida","Insurance Company","Excessive or Unusal Cash Borrowing against Policy/Annuity","IRS","Customer","Insurance/Annuity Products","[Total]","1"
"2018 ","Florida","Insurance Company","Excessive or Unusal Cash Borrowing against Policy/Annuity","IRS","Customer","[Total]","[Total]","1"
"2018 ","Florida","Insurance Company","Excessive or Unusal Cash Borrowing against Policy/Annuity","IRS","[Total]","[Total]","[Total]","1"
"2018 ","Florida","Insurance Company","Excessive or Unusal Cash Borrowing against Policy/Annuity","[Total]","[Total]","[Total]","[Total]","1"
"2018 ","Florida","Insurance Company","[Total]","[Total]","[Total]","[Total]","[Total]","1"
"2018 ","Georgia","Insurance Company","Excessive or Unusal Cash Borrowing against Policy/Annuity","IRS","Customer","Insurance/Annuity Products","U.S. Currency","1"
"2018 ","Georgia","Insurance Company","Excessive or Unusal Cash Borrowing against Policy/Annuity","IRS","Customer","Insurance/Annuity Products","[Total]","1"
"2018 ","Georgia","Insurance Company","Excessive or Unusal Cash Borrowing against Policy/Annuity","IRS","Customer","[Total]","[Total]","1"
"2018 ","Georgia","Insurance Company","Excessive or Unusal Cash Borrowing against Policy/Annuity","IRS","[Total]","[Total]","[Total]","1"
"2018 ","Georgia","Insurance Company","Excessive or Unusal Cash Borrowing against Policy/Annuity","SEC","No Relationship to Institution","Insurance/Annuity Products","Funds Transfer","1"
"2018 ","Georgia","Insurance Company","Excessive or Unusal Cash Borrowing against Policy/Annuity","SEC","No Relationship to Institution","Insurance/Annuity Products","Other","1"
"2018 ","Georgia","Insurance Company","Excessive or Unusal Cash Borrowing against Policy/Annuity","SEC","No Relationship to Institution","Insurance/Annuity Products","Personal/Business Check","1"
"2018 ","Georgia","Insurance Company","Excessive or Unusal Cash Borrowing against Policy/Annuity","SEC","No Relationship to Institution","Insurance/Annuity Products","[Total]","3"
"2018 ","Georgia","Insurance Company","Excessive or Unusal Cash Borrowing against Policy/Annuity","SEC","No Relationship to Institution","Mutual Fund","Funds Transfer","1"
"2018 ","Georgia","Insurance Company","Excessive or Unusal Cash Borrowing against Policy/Annuity","SEC","No Relationship to Institution","Mutual Fund","Other","1"
"2018 ","Georgia","Insurance Company","Excessive or Unusal Cash Borrowing against Policy/Annuity","SEC","No Relationship to Institution","Mutual Fund","Personal/Business Check","1"
"2018 ","Georgia","Insurance Company","Excessive or Unusal Cash Borrowing against Policy/Annuity","SEC","No Relationship to Institution","Mutual Fund","[Total]","3"
"2018 ","Georgia","Insurance Company","Excessive or Unusal Cash Borrowing against Policy/Annuity","SEC","No Relationship to Institution","[Total]","[Total]","6"
"2018 ","Georgia","Insurance Company","Excessive or Unusal Cash Borrowing against Policy/Annuity","SEC","[Total]","[Total]","[Total]","6"
"2018 ","Georgia","Insurance Company","Excessive or Unusal Cash Borrowing against Policy/Annuity","[Total]","[Total]","[Total]","[Total]","7"
"2018 ","Georgia","Insurance Company","[Total]","[Total]","[Total]","[Total]","[Total]","7"
"2018 ","Illinois","Insurance Company","Excessive or Unusal Cash Borrowing against Policy/Annuity","IRS","Customer","Insurance/Annuity Products","Funds Transfer","1"
"2018 ","Illinois","Insurance Company","Excessive or Unusal Cash Borrowing against Policy/Annuity","IRS","Customer","Insurance/Annuity Products","Personal/Business Check","1"
"2018 ","Illinois","Insurance Company","Excessive or Unusal Cash Borrowing against Policy/Annuity","IRS","Customer","Insurance/Annuity Products","[Total]","2"
"2018 ","Illinois","Insurance Company","Excessive or Unusal Cash Borrowing against Policy/Annuity","IRS","Customer","[Total]","[Total]","2"
"2018 ","Illinois","Insurance Company","Excessive or Unusal Cash Borrowing against Policy/Annuity","IRS","[Total]","[Total]","[Total]","2"
"2018 ","Illinois","Insurance Company","Excessive or Unusal Cash Borrowing against Policy/Annuity","[Total]","[Total]","[Total]","[Total]","2"
"2018 ","Illinois","Insurance Company","Suspicious Termination of Policy or Contract","IRS","Customer","Insurance/Annuity Products","U.S. Currency","1"
"2018 ","Illinois","Insurance Company","Suspicious Termination of Policy or Contract","IRS","Customer","Insurance/Annuity Products","[Total]","1"
"2018 ","Illinois","Insurance Company","Suspicious Termination of Policy or Contract","IRS","Customer","[Total]","[Total]","1"
"2018 ","Illinois","Insurance Company","Suspicious Termination of Policy or Contract","IRS","[Total]","[Total]","[Total]","1"
"2018 ","Illinois","Insurance Company","Suspicious Termination of Policy or Contract","[Total]","[Total]","[Total]","[Total]","1"
"2018 ","Illinois","Insurance Company","[Total]","[Total]","[Total]","[Total]","[Total]","3"
"2018 ","Indiana","Insurance Company","Other Insurance","IRS","No Relationship to Institution","Insurance/Annuity Products","Funds Transfer","2"
"2018 ","Indiana","Insurance Company","Other Insurance","IRS","No Relationship to Institution","Insurance/Annuity Products","[Total]","2"
"2018 ","Indiana","Insurance Company","Other Insurance","IRS","No Relationship to Institution","[Total]","[Total]","2"
"2018 ","Indiana","Insurance Company","Other Insurance","IRS","[Total]","[Total]","[Total]","2"
"2018 ","Indiana","Insurance Company","Other Insurance","[Total]","[Total]","[Total]","[Total]","2"
"2018 ","Indiana","Insurance Company","Proceeds Sent to or Received from Unrelated Third Party","IRS","No Relationship to Institution","Insurance/Annuity Products","Funds Transfer","9"
"2018 ","Indiana","Insurance Company","Proceeds Sent to or Received from Unrelated Third Party","IRS","No Relationship to Institution","Insurance/Annuity Products","Personal/Business Check","2"
"2018 ","Indiana","Insurance Company","Proceeds Sent to or Received from Unrelated Third Party","IRS","No Relationship to Institution","Insurance/Annuity Products","[Total]","11"
"2018 ","Indiana","Insurance Company","Proceeds Sent to or Received from Unrelated Third Party","IRS","No Relationship to Institution","[Total]","[Total]","11"
"2018 ","Indiana","Insurance Company","Proceeds Sent to or Received from Unrelated Third Party","IRS","[Total]","[Total]","[Total]","11"
"2018 ","Indiana","Insurance Company","Proceeds Sent to or Received from Unrelated Third Party","[Total]","[Total]","[Total]","[Total]","11"
"2018 ","Indiana","Insurance Company","Suspicious Termination of Policy or Contract","IRS","No Relationship to Institution","Insurance/Annuity Products","Funds Transfer","2"
"2018 ","Indiana","Insurance Company","Suspicious Termination of Policy or Contract","IRS","No Relationship to Institution","Insurance/Annuity Products","[Total]","2"
"2018 ","Indiana","Insurance Company","Suspicious Termination of Policy or Contract","IRS","No Relationship to Institution","[Total]","[Total]","2"
"2018 ","Indiana","Insurance Company","Suspicious Termination of Policy or Contract","IRS","[Total]","[Total]","[Total]","2"
"2018 ","Indiana","Insurance Company","Suspicious Termination of Policy or Contract","[Total]","[Total]","[Total]","[Total]","2"
"2018 ","Indiana","Insurance Company","[Total]","[Total]","[Total]","[Total]","[Total]","15"
"2018 ","Iowa","Insurance Company","Excessive Insurance","IRS","Customer","Insurance/Annuity Products","Funds Transfer","2"
"2018 ","Iowa","Insurance Company","Excessive Insurance","IRS","Customer","Insurance/Annuity Products","Money Orders","7"
